"e1g2efjf5 href","tiktok-1zpj2q-ImgAvatar src","tiktok-1665s4c-SpanUserNameText","tiktok-xm2h10-PCommentText","tiktok-4tru0g-SpanCreatedTime","tiktok-gb2mrc-SpanCount"
"https://www.tiktok.com/@hectorlanda7777","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7207d3cad49e15c3f5dd3cd5cbae38d1~c5_100x100.jpg?x-expires=1695812400&x-signature=gWWJ3SGhOqoUPOQC95k0KRH8Cv4%3D","hectorlanda7777","Y por eso les pagan una lanota servidores públicos, que paupérrimo nivel","9-11","0"
"https://www.tiktok.com/@therealaguilar","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/e486ca730691bb2967b9e9fc846640d1~c5_100x100.jpg?x-expires=1695812400&x-signature=R6wv5xWY%2FJeKw9SKuQON1qH6UGM%3D","JESUS DIAZ","como político das mucho que desear","9-11","3"
"https://www.tiktok.com/@mundo_dantes","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7097358876894625797~c5_100x100.jpg?x-expires=1695812400&x-signature=mzWWUjUL6m0OmXWyulLlirfggy8%3D","edmundodantésL.","digna representante del gremio de ratas de Manuel velasco.","9-10","3"
"https://www.tiktok.com/@pepereyes2022","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/da79c76484d27a5e3d9eb3a91b30d5ad~c5_100x100.jpg?x-expires=1695812400&x-signature=d3tQj882eBqoC2Whbw7KO3xLymI%3D","pepereyes22","ridiculo hace con sus disque mujeres autóctonas, claro se ve que son cercanas de ella, ni los rasgos","9-10","0"
"https://www.tiktok.com/@gerardocruzcorzo","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/c8413d590b6f7813447a7891fe7fccae~c5_100x100.jpg?x-expires=1695812400&x-signature=Cu%2FL1aRG4EGCwlubXQC%2BRn8j%2BuI%3D","user35513593493","corrupta veracruzana , esta feliz del saqueo que ha realizado al erario publico de Chiapas","9-10","1"
"https://www.tiktok.com/@helmuthwiechmann","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7086230740257964038~c5_100x100.jpg?x-expires=1695812400&x-signature=C8KOu3NO8qjU5mVxk4LO557GWRs%3D","Helmuth Wiechmann","😂😂😂","9-10","1"
"https://www.tiktok.com/@patriciadejesushernande0","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/e1f4e00ea94d8d5b081130080e1b72e1~c5_100x100.jpg?x-expires=1695812400&x-signature=mexCxrdBvU%2FvE3oPFzOOR%2FMlgdk%3D","patolink....","Huy que mal jeje","9-9","0"
"https://www.tiktok.com/@alex_madridd","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/3dc2d69bb4d5ff9f2b0ce89208630aba~c5_100x100.jpg?x-expires=1695812400&x-signature=booxEHklVeDGdEjNiUpqVlcmt1s%3D","Alejandro A. Madrid","😂😂🥰🥰","9-9","0"
"https://www.tiktok.com/@albertorodriguez4791","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a631dd288b548f8425b5fb5d5ebc4c46~c5_100x100.jpg?x-expires=1695812400&x-signature=tUBbIlren5nBTaVZ2I4UFZTRZC8%3D","albertorodriguez4791","Que gran Plagio del tik tok del","9-9","0"
"https://www.tiktok.com/@franciscoarroyomx","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1665877031735301~c5_100x100.jpg?x-expires=1695812400&x-signature=sukuRV1vgFnS9s1nEpPP1bXjEhE%3D","Francisco Arroyo M","Ni de chiapas es y quiere ser gobernadora🤣 estuvo con peña y ahora es de morena","9-9","2"
"https://www.tiktok.com/@hanabatah","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/70ab178b7186312ffea2c5ae35225df0~c5_100x100.jpg?x-expires=1695812400&x-signature=6r3%2FESBStcetRH%2Bb5cZc9eEwlMg%3D","Hanabatah","😂😂😂","9-9","0"
