"tiktok-1as5cen-DivWrapper href","tiktok-41hm0z src","video-count","tiktok-1wrhn5c-AMetaCaptionLine href","tiktok-j2a19r-SpanText","ejg0rhn6 href","tiktok-1p6dp51-StrongText","ejg0rhn6 href 2","tiktok-1p6dp51-StrongText 2","ejg0rhn6 href 3","tiktok-1p6dp51-StrongText 3","ejg0rhn6 href 4","tiktok-1p6dp51-StrongText 4","ejg0rhn6 href 5","tiktok-1p6dp51-StrongText 5","ejg0rhn6 href 6","tiktok-1p6dp51-StrongText 6","ejg0rhn6 href 7","tiktok-1p6dp51-StrongText 7","ejg0rhn6 href 8","tiktok-1p6dp51-StrongText 8","ejg0rhn6 href 9","tiktok-1p6dp51-StrongText 9","tiktok-j2a19r-SpanText 2","tiktok-41hm0z src 2"
"https://www.tiktok.com/@pablolemusn/video/7275350843359120645","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/360dcbca1e164f49b9f48c2c2ef7f1b4_1693924630?x-expires=1697673600&x-signature=QE1KG5Fgedbb2QkGxkOEP3K4aCM%3D","7141","https://www.tiktok.com/@pablolemusn/video/7275350843359120645","Así como lo hicimos en Zapopan, en Guadalajara nos propusimos ser un gobierno de resultados y cercano con las y los tapatíos, y hoy hemos cumplido.","https://www.tiktok.com/tag/informegdl?lang=es","#InformeGDL","https://www.tiktok.com/tag/%C3%A1nimoguadalajara?lang=es","#ÁnimoGuadalajara","https://www.tiktok.com/tag/vamosbien?lang=es","#vamosbien","https://www.tiktok.com/tag/politics?lang=es","#politics","https://www.tiktok.com/tag/jalisco?lang=es","#jalisco","https://www.tiktok.com/tag/fyp?lang=es","#fyp","https://www.tiktok.com/tag/paratii?lang=es","#paratii","","","","","Hemos trabajado bien y de buenas para tener una ciudad con mejores calles, unidades deportivas renovadas, atractivos culturales y espacios públicos de primera calidad, con una inversión de 4,000 mdp en infraestructura.","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/360dcbca1e164f49b9f48c2c2ef7f1b4_1693924630~tplv-photomode-zoomcover:480:480.avif?x-expires=1697673600&x-signature=YxyHTq53M30UZQYgYaUSILrlYv8%3D"
"https://www.tiktok.com/@pablolemusn/video/7275213754768346374","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/23307cd6a08549398dbd6812c0218d90_1693892716?x-expires=1697673600&x-signature=AUDrmEl4L7vpqFCwLaGbJx5LtYM%3D","4557","https://www.tiktok.com/@pablolemusn/video/7275213754768346374","Rehabilitamos ""La Gran Puerta"", una escultura icónica en el Parque Amarillo de la colonia Jardines Alcalde.😍","https://www.tiktok.com/tag/escultura?lang=es","#escultura","https://www.tiktok.com/tag/lomejorestallegando?lang=es","#lomejorestallegando","https://www.tiktok.com/tag/trabajandoduro?lang=es","#trabajandoduro","https://www.tiktok.com/tag/pablolemus?lang=es","#pablolemus","https://www.tiktok.com/tag/lunes?lang=es","#lunes","https://www.tiktok.com/tag/iniciandosemana?lang=es","#iniciandosemana","","","","","","","","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/23307cd6a08549398dbd6812c0218d90_1693892716~tplv-photomode-zoomcover:480:480.avif?x-expires=1697673600&x-signature=oRcVGzbXLGJqFHG0UPra%2Bk4%2F8GA%3D"
"https://www.tiktok.com/@pablolemusn/video/7274699117480250630","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/oAHQ2dKtPgfKopFgAj5CSQjEfC2vJlCQHfghI6?x-expires=1697673600&x-signature=Lk8W2ZIrj1Z7Rvk95SA5eAbCs9M%3D","8997","https://www.tiktok.com/@pablolemusn/video/7274699117480250630","Durante nuestra visita a Tepatitlán pasamos a comernos unos ricos tacos 🌮, en la taquería ""Los Cuñados"" en la zona de Cristo Rey, están buenísimos 👌.","https://www.tiktok.com/tag/domingodeborradores?lang=es","#domingodeborradores","https://www.tiktok.com/tag/findesemana?lang=es","#findesemana","https://www.tiktok.com/tag/tacos?lang=es","#tacos","https://www.tiktok.com/tag/lomejor?lang=es","#lomejor","https://www.tiktok.com/tag/pablolemus?lang=es","#pablolemus","","","","","","","","","","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/oAHQ2dKtPgfKopFgAj5CSQjEfC2vJlCQHfghI6~tplv-photomode-zoomcover:480:480.avif?x-expires=1697673600&x-signature=2cxNZwuMcz%2B%2BXeMUYUGIm4Iy%2BpA%3D"
"https://www.tiktok.com/@pablolemusn/video/7273884058889850117","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/e51bf91de20d4bdba4dc2ad5e4027b7f_1693583116?x-expires=1697673600&x-signature=OFR4OG8%2FzSKpuBHD8T0JnlUUnF0%3D","4749","https://www.tiktok.com/@pablolemusn/video/7273884058889850117","🫶🏻 El cariño de los niños 🥰","https://www.tiktok.com/tag/love?lang=es","#love","https://www.tiktok.com/tag/amor?lang=es","#amor","https://www.tiktok.com/tag/cari%C3%B1o?lang=es","#cariño","https://www.tiktok.com/tag/pablolemus?lang=es","#pablolemus","https://www.tiktok.com/tag/fyp%E3%82%B7?lang=es","#fypシ","","","","","","","","","","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/e51bf91de20d4bdba4dc2ad5e4027b7f_1693583116~tplv-photomode-zoomcover:480:480.avif?x-expires=1697673600&x-signature=aqzEN2Hi84IGbHsNW9sijJm3jNI%3D"
"https://www.tiktok.com/@pablolemusn/video/7272977416480378117","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/oAhoIkFN2ngEk3CI9zdy8AfaGVtzwvogAYPHuA?x-expires=1697673600&x-signature=zJ%2FyXBFFb784%2BRCdlyYwVtVXhPA%3D","2985","https://www.tiktok.com/@pablolemusn/video/7272977416480378117","A Zapopan lo llevo en el corazón. ❤️","https://www.tiktok.com/tag/agradecido?lang=es","#agradecido","https://www.tiktok.com/tag/amor?lang=es","#amor","https://www.tiktok.com/tag/zapopan?lang=es","#zapopan","https://www.tiktok.com/tag/guadalajara?lang=es","#guadalajara","https://www.tiktok.com/tag/pablolemus?lang=es","#pablolemus","https://www.tiktok.com/tag/fyp%E3%82%B7?lang=es","#fypシ","https://www.tiktok.com/tag/paratii?lang=es","#paratii","https://www.tiktok.com/tag/foryoupage?lang=es","#foryoupage","","","","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/oAhoIkFN2ngEk3CI9zdy8AfaGVtzwvogAYPHuA~tplv-photomode-zoomcover:480:480.avif?x-expires=1697673600&x-signature=Zjy1iV%2BrdTBiOImdq5jyZQO05SA%3D"
"https://www.tiktok.com/@pablolemusn/video/7272606462575267078","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/cd087046971f45cebb19d3054273f809_1693285658?x-expires=1697673600&x-signature=95xx8O7GHIQUWoZVF7iipHva1Bg%3D","1899","https://www.tiktok.com/@pablolemusn/video/7272606462575267078","Este Día Nacional de las Personas Adultas Mayores recordemos la importancia de compartir nuestro tiempo con esas personas de quienes tenemos mucho que aprender. ❤️","https://www.tiktok.com/tag/lomejordelomejor?lang=es","#lomejordelomejor","https://www.tiktok.com/tag/cari%C3%B1o?lang=es","#cariño","https://www.tiktok.com/tag/fyp%E3%82%B7?lang=es","#fypシ","https://www.tiktok.com/tag/love?lang=es","#love","https://www.tiktok.com/tag/amor?lang=es","#amor","https://www.tiktok.com/tag/agradecido?lang=es","#agradecido","https://www.tiktok.com/tag/bienydebuenas?lang=es","#bienydebuenas","https://www.tiktok.com/tag/viral?lang=es","#viral","","","","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/cd087046971f45cebb19d3054273f809_1693285658~tplv-photomode-zoomcover:480:480.avif?x-expires=1697673600&x-signature=uG5Ny9z%2FQL1SIogFUnv6VZPtzSI%3D"
"https://www.tiktok.com/@pablolemusn/video/7272220888366419205","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/a4ad3260f5d54523a76a04991a440435_1693195876?x-expires=1697673600&x-signature=ZbU19UMsBuGrHkRkY60t%2BsjA6ZA%3D","1527","https://www.tiktok.com/@pablolemusn/video/7272220888366419205","Recordemos la Carrera del Siglo 10k para festejar los 100 años de","https://www.tiktok.com/@bomberos_gdl?lang=es","@bomberos_gdl","https://www.tiktok.com/tag/lomejordelomejor?lang=es","#lomejordelomejor","https://www.tiktok.com/tag/findesemana?lang=es","#findesemana","https://www.tiktok.com/tag/pablolemus?lang=es","#pablolemus","https://www.tiktok.com/tag/fyp%E3%82%B7?lang=es","#fypシ","https://www.tiktok.com/tag/parati?lang=es","#parati","","","","","","",".","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/a4ad3260f5d54523a76a04991a440435_1693195876~tplv-photomode-zoomcover:480:480.avif?x-expires=1697673600&x-signature=NeITn1zpR4AncnfuOiihdrhaUfI%3D"
"https://www.tiktok.com/@pablolemusn/video/7271462134595374341","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/e1773f742dec4de6ade87d23f76d12f9_1693019221?x-expires=1697673600&x-signature=xGZGn0AKzPP6lVt4SM2hCV2hgr8%3D","1317","https://www.tiktok.com/@pablolemusn/video/7271462134595374341","","https://www.tiktok.com/tag/trabajando?lang=es","#trabajando","https://www.tiktok.com/tag/bienydebuenas?lang=es","#bienydebuenas","https://www.tiktok.com/tag/pablolemus?lang=es","#pablolemus","https://www.tiktok.com/tag/obrapublica?lang=es","#obrapublica","https://www.tiktok.com/tag/jalisco?lang=es","#jalisco","https://www.tiktok.com/tag/parati?lang=es","#parati","https://www.tiktok.com/tag/fyp?lang=es","#fyp","https://www.tiktok.com/tag/foryou?lang=es","#foryou","","","","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/e1773f742dec4de6ade87d23f76d12f9_1693019221~tplv-photomode-zoomcover:480:480.avif?x-expires=1697673600&x-signature=MG%2BOfRhbvDdadSUn164%2F0CEj3Bg%3D"
"https://www.tiktok.com/@pablolemusn/video/7270751675508346117","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/owmmZoLhvoI4AILEzAfyA5nzoPk20gIit3cCdF?x-expires=1697673600&x-signature=QbK7%2BAOeFqyIphlAN%2Fc0rLkQBn4%3D","6154","https://www.tiktok.com/@pablolemusn/video/7270751675508346117","Hermoso😍","https://www.tiktok.com/tag/barrancadehuentitan?lang=es","#barrancadehuentitan","https://www.tiktok.com/tag/jalisco?lang=es","#jalisco","https://www.tiktok.com/tag/mirador?lang=es","#mirador","https://www.tiktok.com/tag/pablolemus?lang=es","#pablolemus","https://www.tiktok.com/tag/hermoso?lang=es","#hermoso","https://www.tiktok.com/tag/vistas?lang=es","#vistas","https://www.tiktok.com/tag/parati?lang=es","#parati","https://www.tiktok.com/tag/turismo?lang=es","#turismo","https://www.tiktok.com/tag/viral?lang=es","#viral","","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/owmmZoLhvoI4AILEzAfyA5nzoPk20gIit3cCdF~tplv-photomode-zoomcover:480:480.avif?x-expires=1697673600&x-signature=GE63xDo8wWXGAgQu%2BkpkrruSjzs%3D"
"https://www.tiktok.com/@pablolemusn/video/7269441788140702982","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/814a7f3d9c7a40ca815076fc9c82889d_1692548816?x-expires=1697673600&x-signature=vjdY6b0HcDltTvqC%2BVGZYOz87Pc%3D","2210","https://www.tiktok.com/@pablolemusn/video/7269441788140702982","Recuerda que personal de Servicios Públicos puede acudir a tu domicilio para retirar tus cacharros y muebles viejos sin costo alguno, sólo tienes que llamar 📞 al 070 o al","https://www.tiktok.com/tag/guazap?lang=es","#GuaZap","https://www.tiktok.com/@serviciospublicosgdl?lang=es","@SERVICIOS PÚBLICOS GUADALAJARA","https://www.tiktok.com/tag/domingo?lang=es","#domingo","https://www.tiktok.com/tag/pablolemus?lang=es","#pablolemus","https://www.tiktok.com/tag/jalisco?lang=es","#jalisco","https://www.tiktok.com/tag/parati?lang=es","#parati","https://www.tiktok.com/tag/fyp?lang=es","#fyp","https://www.tiktok.com/tag/parati?lang=es","#parati","","","📲 33 36 10 10 10.","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/814a7f3d9c7a40ca815076fc9c82889d_1692548816~tplv-photomode-zoomcover:480:480.avif?x-expires=1697673600&x-signature=H5cpxXT47%2FbD1TGa8wQpeCP51OQ%3D"
"https://www.tiktok.com/@pablolemusn/video/7268731848543472902","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/ogjEEb7faQoRn4qgDcrDASBJcB38Qe67kvkYt9?x-expires=1697673600&x-signature=tnRcIa%2FAPwaR8SGKtKOo8%2BSWai4%3D","9694","https://www.tiktok.com/@pablolemusn/video/7268731848543472902","Me alegra saber que se está preparando para ayudar a las personas, es un ejemplo para las nuevas generaciones. ¡Ánimo!","https://www.tiktok.com/tag/viernes?lang=es","#viernes","https://www.tiktok.com/tag/trabajandoando?lang=es","#trabajandoando","https://www.tiktok.com/tag/pablolemus?lang=es","#pablolemus","https://www.tiktok.com/tag/jalisco?lang=es","#jalisco","https://www.tiktok.com/tag/parati?lang=es","#parati","https://www.tiktok.com/tag/bienydebuenas?lang=es","#bienydebuenas","","","","","","","","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/ogjEEb7faQoRn4qgDcrDASBJcB38Qe67kvkYt9~tplv-photomode-zoomcover:480:480.avif?x-expires=1697673600&x-signature=gAJDJDkLiSW7TUK3Pf%2Fm8geWyDY%3D"
"https://www.tiktok.com/@pablolemusn/video/7267763533121588486","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/o4SEkBIKhBnrQgAIEETEBEfcDJeHR3wDDhkRbH?x-expires=1697673600&x-signature=ixBmnQdfU60jTRMl8f4SkSL6Ia4%3D","7203","https://www.tiktok.com/@pablolemusn/video/7267763533121588486","Estamos trabajando para dejar calles y vialidades de primera calidad 👌","https://www.tiktok.com/tag/jalisco?lang=es","#jalisco","https://www.tiktok.com/tag/pablolemus?lang=es","#pablolemus","https://www.tiktok.com/tag/trabajando?lang=es","#trabajando","https://www.tiktok.com/tag/bienydebuenas?lang=es","#bienydebuenas","https://www.tiktok.com/tag/fyp?lang=es","#fyp","https://www.tiktok.com/tag/viralvideo?lang=es","#viralvideo","","","","","","","","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/o4SEkBIKhBnrQgAIEETEBEfcDJeHR3wDDhkRbH~tplv-photomode-zoomcover:480:480.avif?x-expires=1697673600&x-signature=WxVQaMZeXqdhmJTq%2FuAuGf0SAOo%3D"
"https://www.tiktok.com/@pablolemusn/video/7267036376330276102","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/o4BtAZj2f8eRKEbDQkDnSjb0gaKMQC8bBJzmsR?x-expires=1697673600&x-signature=WcOMK9WSfu1xhlg5whWZTGXo4IQ%3D","3743","https://www.tiktok.com/@pablolemusn/video/7267036376330276102","Rompimos el récord histórico de participación en una competencia atlética en","https://www.tiktok.com/tag/jalisco?lang=es","#Jalisco","https://www.tiktok.com/tag/carreradelsiglo10k?lang=es","#CarreraDelSiglo10K","https://www.tiktok.com/tag/100a%C3%B1os?lang=es","#100Años","https://www.tiktok.com/tag/protecci%C3%B3ncivil?lang=es","#ProtecciónCivil","https://www.tiktok.com/tag/bomberos?lang=es","#Bomberos","https://www.tiktok.com/tag/gdl?lang=es","#GDL","https://www.tiktok.com/tag/running?lang=es","#running","https://www.tiktok.com/tag/runner?lang=es","#runner","https://www.tiktok.com/tag/10k?lang=es","#10k","con 20 mil participantes. Fue un honor acompañar a las y los bomberos en la","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/o4BtAZj2f8eRKEbDQkDnSjb0gaKMQC8bBJzmsR~tplv-photomode-zoomcover:480:480.avif?x-expires=1697673600&x-signature=aZV0mbmxCfb7fLKn00CNLGs%2FULA%3D"
"https://www.tiktok.com/@pablolemusn/video/7266775809896025349","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/c0027cc73ff44b7ea41d2ba9debc577a_1691928445~tplv-dmt-logom:tos-useast2a-v-0068/o0YEwADCII8A2EMtDDEAKlzyAbmfhgxGBoXOxb.image?x-expires=1697673600&x-signature=vKAyS9URm1QGjjPEnEWNu1yojks%3D","5151","https://www.tiktok.com/@pablolemusn/video/7266775809896025349","Muy buenos días de","https://www.tiktok.com/tag/domingo?lang=es","#domingo","https://www.tiktok.com/tag/carreradelsiglo?lang=es","#CarreraDelSiglo","https://www.tiktok.com/tag/guadalajara?lang=es","#Guadalajara","https://www.tiktok.com/tag/correresbienchido?lang=es","#CorrerEsBienChido","https://www.tiktok.com/tag/running?lang=es","#running","https://www.tiktok.com/tag/gdlrunners?lang=es","#gdlrunners","https://www.tiktok.com/tag/runnerslife?lang=es","#runnerslife","https://www.tiktok.com/tag/gdl?lang=es","#gdl","","","☀️☕️. Estamos a punto de comenzar la",""
"https://www.tiktok.com/@pablolemusn/video/7266484163002338565","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/ok2JcYj6IePrMe4He85k4hM2Co6yAgC13tDSLA?x-expires=1697673600&x-signature=XQey0RB8I5afnnN725ftgTNFoa8%3D","8815","https://www.tiktok.com/@pablolemusn/video/7266484163002338565","Muy buenos días desde la ciudad más bonita y más mexicana: Guadalajara 🇲🇽🫶.","https://www.tiktok.com/tag/buenosdias?lang=es","#buenosdias","https://www.tiktok.com/tag/bienydebuenas?lang=es","#bienydebuenas","https://www.tiktok.com/tag/pablolemus?lang=es","#pablolemus","https://www.tiktok.com/tag/jalisco?lang=es","#jalisco","https://www.tiktok.com/tag/parati?lang=es","#parati","https://www.tiktok.com/tag/fyp?lang=es","#fyp","","","","","","","","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/ok2JcYj6IePrMe4He85k4hM2Co6yAgC13tDSLA~tplv-photomode-zoomcover:480:480.avif?x-expires=1697673600&x-signature=PtraeuAypuHgBnZg6jpMb%2ByxRgA%3D"
"https://www.tiktok.com/@pablolemusn/video/7265912284235451654","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/okfVyZQ1bAExrSPgAnRkrLB3tDBJeEG7Gb2IUE?x-expires=1697673600&x-signature=jygxMPA0Ma49PzuKjTi4ELlRNS0%3D","2742","https://www.tiktok.com/@pablolemusn/video/7265912284235451654","Recuerden que mañana es el Festival de las Juventudes Tapatías en el Parque Extremo, les esperamos a partir de las 15:00 horas.","https://www.tiktok.com/tag/bienydebuenas?lang=es","#bienydebuenas","https://www.tiktok.com/tag/pablolemus?lang=es","#pablolemus","https://www.tiktok.com/tag/juventudes?lang=es","#juventudes","https://www.tiktok.com/tag/jalisco?lang=es","#jalisco","https://www.tiktok.com/tag/notelopierdas?lang=es","#notelopierdas","https://www.tiktok.com/tag/viralvideo?lang=es","#viralvideo","https://www.tiktok.com/tag/parati?lang=es","#parati","https://www.tiktok.com/tag/fyp?lang=es","#fyp","","","","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/okfVyZQ1bAExrSPgAnRkrLB3tDBJeEG7Gb2IUE~tplv-photomode-zoomcover:480:480.avif?x-expires=1697673600&x-signature=K8wgpEyaQF5sGJLnOP5%2F%2BGI%2Bj8E%3D"
"https://www.tiktok.com/@pablolemusn/video/7265334469995842822","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/ogNaztC6ChpkIzpTCByofATTEcIdA65vngcBhN?x-expires=1697673600&x-signature=b0IUxYEfjOAhgRZCjq3AIabU7Ig%3D","24.7K","https://www.tiktok.com/@pablolemusn/video/7265334469995842822","🙈😅 el ingenio mexicano.","https://www.tiktok.com/tag/pablolemus?lang=es","#pablolemus","https://www.tiktok.com/tag/buenosdias?lang=es","#buenosdias","https://www.tiktok.com/tag/miercoles?lang=es","#miercoles","https://www.tiktok.com/tag/bienydebuenas?lang=es","#bienydebuenas","https://www.tiktok.com/tag/parati?lang=es","#parati","https://www.tiktok.com/tag/viraltiktok?lang=es","#viraltiktok","https://www.tiktok.com/tag/jalisco%F0%9F%87%B2%F0%9F%87%BD?lang=es","#jalisco🇲🇽","","","","","¡Buenos días!","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/ogNaztC6ChpkIzpTCByofATTEcIdA65vngcBhN~tplv-photomode-zoomcover:480:480.avif?x-expires=1697673600&x-signature=jbpuuWD2JstqNwChs%2B3ezrVX55Y%3D"
"https://www.tiktok.com/@pablolemusn/video/7265196838519672069","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/e0f8aaded8074e9cb9d3b91a54dd0a55_1691560465?x-expires=1697673600&x-signature=R2BqkNE9NW5NVsl5sPh2liVqR7Y%3D","8700","https://www.tiktok.com/@pablolemusn/video/7265196838519672069","La cita es el próximo viernes 11 de agosto en el Parque Extremo. ¡No faltes!","https://www.tiktok.com/tag/pablolemus?lang=es","#pablolemus","https://www.tiktok.com/tag/juventudes?lang=es","#juventudes","https://www.tiktok.com/tag/bmx?lang=es","#bmx","https://www.tiktok.com/tag/freestyle?lang=es","#freestyle","https://www.tiktok.com/tag/skate?lang=es","#skate","https://www.tiktok.com/tag/trabajandoduro?lang=es","#trabajandoduro","https://www.tiktok.com/tag/viral?lang=es","#viral","https://www.tiktok.com/tag/parati?lang=es","#parati","https://www.tiktok.com/tag/lomejorestallegando?lang=es","#lomejorestallegando","","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/e0f8aaded8074e9cb9d3b91a54dd0a55_1691560465~tplv-photomode-zoomcover:480:480.avif?x-expires=1697673600&x-signature=u5pTDW6yU%2FNGksnJjX83O50SYmM%3D"
"https://www.tiktok.com/@pablolemusn/video/7264644780569677061","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/6270eba534fd475a83734a9de1e51567_1691431925?x-expires=1697673600&x-signature=3D%2FkVwkbUEAhHZ6nv3pBXLAZfL0%3D","39K","https://www.tiktok.com/@pablolemusn/video/7264644780569677061","Buenos días y feliz lunes. Estamos en San Juan de Dios supervisando 🔍 la construcción de la Colmena 🐝.","https://www.tiktok.com/tag/trabajandoduro?lang=es","#trabajandoduro","https://www.tiktok.com/tag/felizinicodesemana?lang=es","#felizinicodesemana","https://www.tiktok.com/tag/lunes?lang=es","#lunes","https://www.tiktok.com/tag/pablolemus?lang=es","#pablolemus","https://www.tiktok.com/tag/jalisco%F0%9F%87%B2%F0%9F%87%BD?lang=es","#jalisco🇲🇽","https://www.tiktok.com/tag/sanjuandedios?lang=es","#sanjuandedios","","","","","","","","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/6270eba534fd475a83734a9de1e51567_1691431925~tplv-photomode-zoomcover:480:480.avif?x-expires=1697673600&x-signature=8lSyujR76X5QrQu69RUr0sFMUxA%3D"
"https://www.tiktok.com/@pablolemusn/video/7264016165234609413","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/oMQnTOCGeC7eREwjyWfFj0CADOkHd0jIhAbeG8?x-expires=1697673600&x-signature=tbLj6Z7sC2hVa%2B6dV07guKTC%2F0E%3D","2276","https://www.tiktok.com/@pablolemusn/video/7264016165234609413","¿Ya vieron la nueva imagen del Andador Chapu? Si no lo han hecho, vengan y aprovechen para tomarse la foto 📸☂️.","https://www.tiktok.com/tag/pablolemus?lang=es","#pablolemus","https://www.tiktok.com/tag/verano?lang=es","#verano","https://www.tiktok.com/tag/parati?lang=es","#parati","https://www.tiktok.com/tag/viraltiktok?lang=es","#viraltiktok","https://www.tiktok.com/tag/fyp?lang=es","#fyp","https://www.tiktok.com/tag/fyp%E3%82%B7?lang=es","#fypシ","https://www.tiktok.com/tag/parati?lang=es","#parati","","","","","","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/oMQnTOCGeC7eREwjyWfFj0CADOkHd0jIhAbeG8~tplv-photomode-zoomcover:480:480.avif?x-expires=1697673600&x-signature=EnDaUbDZFwGXIQgL8eXkvOj8eI8%3D"
"https://www.tiktok.com/@pablolemusn/video/7263188439263284485","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0d9d0695a3644e988448e6a18ed97b16_1691092844?x-expires=1697673600&x-signature=5rVo6vOTczjNSePdc40gveGGX6g%3D","2910","https://www.tiktok.com/@pablolemusn/video/7263188439263284485","Vengan a disfrutar del Centro Histórico de Guadalajara estas vacaciones de verano. ❤️👌🏻","https://www.tiktok.com/tag/verano?lang=es","#verano","https://www.tiktok.com/tag/vacaciones?lang=es","#vacaciones","https://www.tiktok.com/tag/turismo?lang=es","#turismo","https://www.tiktok.com/tag/pablolemus?lang=es","#pablolemus","https://www.tiktok.com/tag/parati?lang=es","#parati","https://www.tiktok.com/tag/viraltiktok?lang=es","#viraltiktok","https://www.tiktok.com/tag/fyp?lang=es","#fyp","","","","","","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/0d9d0695a3644e988448e6a18ed97b16_1691092844~tplv-photomode-zoomcover:480:480.avif?x-expires=1697673600&x-signature=Sx9XbLjfRYlprr%2BgSO%2FnjGwQb8c%3D"
"https://www.tiktok.com/@pablolemusn/video/7262564723059674374","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/ocCI4b5JWgbjndFQCgMDAcCS0CkeIPPWJver9f?x-expires=1697673600&x-signature=Aq66ib7Mx6BhTrMsiqrpHMfkjvc%3D","2359","https://www.tiktok.com/@pablolemusn/video/7262564723059674374","Fanny pasándome buena energía para trabajar con más ánimo🙌.","https://www.tiktok.com/tag/agradecido?lang=es","#agradecido","https://www.tiktok.com/tag/trabajando?lang=es","#trabajando","https://www.tiktok.com/tag/amor?lang=es","#amor","https://www.tiktok.com/tag/pablolemus?lang=es","#pablolemus","https://www.tiktok.com/tag/fyp%E3%82%B7?lang=es","#fypシ","https://www.tiktok.com/tag/parati?lang=es","#parati","https://www.tiktok.com/tag/pti?lang=es","#pti","","","","","","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/ocCI4b5JWgbjndFQCgMDAcCS0CkeIPPWJver9f~tplv-photomode-zoomcover:480:480.avif?x-expires=1697673600&x-signature=vI%2Fpz2ra8Ve6d%2Bw3mWYSkDOsWbw%3D"
"https://www.tiktok.com/@pablolemusn/video/7261847848579271942","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/oEC6TzY6IAkVAYACCgRhdcHshEbIotfDyHA7ot?x-expires=1697673600&x-signature=4GKnZ%2FJZGAS%2F%2FrUXYEDs%2FqmwHAE%3D","10.7K","https://www.tiktok.com/@pablolemusn/video/7261847848579271942","Vean el increíble pastel rockero🤘🏼🎸 con el que me sorprendieron en la inauguración de la Colmena 🐝 Balcones del 4.","https://www.tiktok.com/tag/ledzeppelin?lang=es","#ledzeppelin","https://www.tiktok.com/tag/rock?lang=es","#rock","https://www.tiktok.com/tag/arribaelrock?lang=es","#arribaelrock","https://www.tiktok.com/tag/pablolemus?lang=es","#pablolemus","https://www.tiktok.com/tag/fyp?lang=es","#fyp","https://www.tiktok.com/tag/viraltiktok?lang=es","#viraltiktok","https://www.tiktok.com/tag/paratii?lang=es","#paratii","https://www.tiktok.com/tag/domingodeborradores?lang=es","#domingodeborradores","","","","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/oEC6TzY6IAkVAYACCgRhdcHshEbIotfDyHA7ot~tplv-photomode-zoomcover:480:480.avif?x-expires=1697673600&x-signature=LJIMBIauC%2FKPPMz5TiyHeeGcvLU%3D"
