"css-4rbku5 href","css-9pa8cd src","css-4rbku5 href 2","css-901oao","css-901oao 2","css-901oao 3","css-4rbku5 href 4","css-4rbku5","css-901oao 4","r-4qtqp9 src","css-901oao 5","css-4rbku5 href 5","css-9pa8cd src 2","css-901oao 6","css-901oao 7","css-901oao 8","css-4rbku5 href 6","css-901oao 9","r-4qtqp9 src 2","css-901oao 10","css-4rbku5 href 7","css-9pa8cd src 3","css-4rbku5 href 8","css-9pa8cd src 4","css-4rbku5 2","css-4rbku5 3","css-901oao 11","css-901oao 12","css-4rbku5 href 9","css-9pa8cd src 5","css-4rbku5 href 10","css-4rbku5 href 11","css-901oao 13","css-901oao 14"
"https://twitter.com/AudideMexico","https://pbs.twimg.com/profile_images/727993395344347136/heSuyqqw_normal.jpg","https://twitter.com/AudideMexico","Audi de México","@AudideMexico","Audi RS 5 Coupé, dinámico, progresivo y con acabados deportivos RS.","","","","","307","","https://pbs.twimg.com/amplify_video_thumb/1697754577313898496/img/TOIIJmIMwnRNGH7-.jpg","","","2","","18","","1,7 M","","","https://twitter.com/AudideMexico/status/1698713276442444129/analytics","","","","Promocionado","","","","","","",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","https://twitter.com/PabloLemusN","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1706398381675892911","25 sept.","Iniciamos la semana con una entrega de kits escolares en la Escuela Primaria Manuel Crespo Monarrez, en la colonia Echeverría, como parte del programa ""De Buenas a la Escuela"". Nuestro compromiso es que ninguna niña, niño o adolescente abandone la escuela por motivos económicos.","","","https://twitter.com/PabloLemusN/status/1706398381675892911/photo/1","https://pbs.twimg.com/media/F65YSCAXkAALwLV?format=jpg&name=small","9","5","55","https://twitter.com/PabloLemusN/status/1706398381675892911/analytics","1.755","","","","","","","","","","","","","","","",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","https://twitter.com/PabloLemusN","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1706398488781639866","25 sept.","Las y los estudiantes recibieron útiles escolares","https://abs-0.twimg.com/emoji/v2/svg/1f4da.svg",", mochilas","https://twitter.com/PabloLemusN/status/1706398488781639866/photo/1","https://pbs.twimg.com/media/F65YXg0WEAA6SZ6?format=jpg&name=360x360","3","2","21","https://twitter.com/PabloLemusN/status/1706398488781639866/analytics","697","https://abs-0.twimg.com/emoji/v2/svg/1f392.svg",", tenis","https://twitter.com/PabloLemusN/status/1706398488781639866/photo/2","https://pbs.twimg.com/media/F65YX44WQAAsB8z?format=jpg&name=360x360","https://twitter.com/PabloLemusN/status/1706398488781639866/photo/3","https://pbs.twimg.com/media/F65YYTZWAAADLZF?format=jpg&name=360x360","#Zapopan","#Guadalajara","y uniformes para que puedan continuar con sus estudios. Con este programa, apoyamos a más de 400 mil niños en","y","https://twitter.com/hashtag/Zapopan?src=hashtag_click","","","https://twitter.com/hashtag/Guadalajara?src=hashtag_click",", aliviando la carga económica de las familias.",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","https://twitter.com/PabloLemusN","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1706398540417691786","25 sept.","Continuamos haciendo equipo con las autoridades escolares y los padres de familia para brindar un futuro mejor y lleno de oportunidades a las nuevas generaciones. ¡Ánimo,","https://abs-0.twimg.com/emoji/v2/svg/1f4aa.svg","!","","https://pbs.twimg.com/media/F65YaFJXoAE3pg2?format=jpg&name=360x360","","1","2","https://twitter.com/hashtag/Guadalajara?src=hashtag_click","566","","","https://twitter.com/PabloLemusN/status/1706398540417691786/photo/1","https://pbs.twimg.com/media/F65Yad2WUAAfVRF?format=jpg&name=360x360","https://twitter.com/PabloLemusN/status/1706398540417691786/analytics","https://pbs.twimg.com/media/F65Ya5nWYAA9yGZ?format=jpg&name=360x360","","#Guadalajara","","","https://twitter.com/PabloLemusN/status/1706398540417691786/photo/2","https://pbs.twimg.com/media/F65YbS9W4AE92ys?format=jpg&name=360x360","https://twitter.com/PabloLemusN/status/1706398540417691786/photo/3","https://twitter.com/PabloLemusN/status/1706398540417691786/photo/4","20",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","https://twitter.com/PabloLemusN","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1706026933916426492","24 sept.","Gracias a la colaboración entre la","",", la Comisaría de Juanacatlán y la","https://twitter.com/PabloLemusN/status/1706026933916426492/photo/1","https://pbs.twimg.com/media/F60Gc-YWcAAdRde?format=jpg&name=small","15","7","60","https://twitter.com/PabloLemusN/status/1706026933916426492/analytics","5.556","",", se logró la detención de seis sospechosos pertenecientes a una banda dedicada al robo de tráileres en la Colonia Álamo Industrial.","","","","","@FiscaliaJal","@PoliciaGDL","","","","","https://twitter.com/FiscaliaJal","","",""
"https://twitter.com/i/status/1706026933916426492","","","Mostrar más respuestas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","https://twitter.com/PabloLemusN","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1706026954984391092","24 sept.","Esta exitosa operación es el resultado de la coordinación interinstitucional entre autoridades municipales, estatales y federales, junto con un sólido desarrollo de inteligencia policial a través del C5.","","","https://twitter.com/PabloLemusN/status/1706026954984391092/photo/1","https://pbs.twimg.com/media/F60GeTuWgAAyWE2?format=jpg&name=small","1","2","15","https://twitter.com/PabloLemusN/status/1706026954984391092/analytics","754","","","","","","","","","","","","","","","",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","https://twitter.com/PabloLemusN","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1705817433930379724","23 sept.","Mi reconocimiento y felicitación","https://abs-0.twimg.com/emoji/v2/svg/1f973.svg","para estas grandes deportistas. 

Durante una semana","https://twitter.com/PabloLemusN/status/1705817433930379724/photo/1","https://pbs.twimg.com/media/F6xH6PFWgAAgzcq?format=jpg&name=small","1","1","17","https://twitter.com/PabloLemusN/status/1705817433930379724/analytics","1.007","https://abs-0.twimg.com/emoji/v2/svg/1f44f.svg","se convirtió en la capital del tenis latinoamericano gracias al","https://twitter.com/PabloLemusN/status/1705817433930379724/photo/2","https://pbs.twimg.com/media/F6xH6dBXwAApwma?format=jpg&name=360x360","https://twitter.com/PabloLemusN/status/1705817433930379724/photo/3","https://pbs.twimg.com/media/F6xH6o3XQAAxijY?format=jpg&name=360x360","@WTAGuadalajara","#Guadalajara",".","","","","https://twitter.com/WTAGuadalajara","https://twitter.com/hashtag/Guadalajara?src=hashtag_click","",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","https://twitter.com/PabloLemusN","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1705817449298370872","23 sept.","La segunda edición fue todo un éxito y un espectáculo deportivo con emocionantes encuentros de las mejores tenistas del mundo. 
¡Ánimo! El","","llegó para quedarse a la ciudad.","https://twitter.com/hashtag/GDLOpen?src=hashtag_click","https://pbs.twimg.com/media/F6xH7CTWwAAzIi5?format=jpg&name=360x360","","1","15","https://twitter.com/hashtag/GDLOpenAKRON?src=hashtag_click","894","","","https://twitter.com/PabloLemusN/status/1705817449298370872/photo/1","https://pbs.twimg.com/media/F6xH7OCX0AAPvmm?format=jpg&name=360x360","https://twitter.com/PabloLemusN/status/1705817449298370872/analytics","https://pbs.twimg.com/media/F6xH7YbWAAERd4w?format=jpg&name=360x360","#GDLOpen","#GDLOpenAKRON","","","https://twitter.com/PabloLemusN/status/1705817449298370872/photo/2","https://pbs.twimg.com/media/F6xH7jwWUAAwbfU?format=jpg&name=360x360","https://twitter.com/PabloLemusN/status/1705817449298370872/photo/3","https://twitter.com/PabloLemusN/status/1705817449298370872/photo/4","",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","https://twitter.com/PabloLemusN","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1705681594374029446","23 sept.","Hoy acompañamos al Gobernador","","a la reinauguración del Centro Integral de Oncología y Hematología Pediátrica, en los pisos 7 y 8 del Hospital Civil Nuevo","https://twitter.com/PabloLemusN/status/1705681594374029446/photo/1","https://pbs.twimg.com/media/F6vMXI1W0AEyGcH?format=jpg&name=360x360","1","4","43","https://twitter.com/PabloLemusN/status/1705681594374029446/analytics","2.014","",", área para la atención especializada a niñas y niños que luchan contra el cáncer.","https://twitter.com/PabloLemusN/status/1705681594374029446/photo/2","https://pbs.twimg.com/media/F6vMXSRXgAA-SQY?format=jpg&name=360x360","https://twitter.com/PabloLemusN/status/1705681594374029446/photo/3","https://pbs.twimg.com/media/F6vMXiZWIAARjH6?format=jpg&name=360x360","@EnriqueAlfaroR","@HospitalCivil","y 3 más","Verónica Delgadillo","https://twitter.com/PabloLemusN/status/1705681594374029446/photo/4","https://pbs.twimg.com/media/F6vMXwvXgAAoinT?format=jpg&name=360x360","https://twitter.com/EnriqueAlfaroR","https://twitter.com/PabloLemusN/status/1705681594374029446/media_tags","",""
"https://twitter.com/i/status/1705681594374029446","","","Mostrar más respuestas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","https://twitter.com/PabloLemusN","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1705681633192362237","23 sept.","Pero muy en especial al Dr. Fernando Sánchez Zubieta,  así como a todas y todos los médicos que trabajan día a día en beneficio de la salud de la niñez.

Este es el principal legado alcaldiano que podemos tener, el poder ayudar a los demás.","","","https://twitter.com/PabloLemusN/status/1705681633192362237/photo/1","https://pbs.twimg.com/media/F6vMaA2XkAASrpX?format=jpg&name=small","1","2","18","https://twitter.com/PabloLemusN/status/1705681633192362237/analytics","650","","","","","","","","","","","","","","","",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","https://twitter.com/PabloLemusN","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1705681651542397233","23 sept.","Con nuestra unidad y compromiso","https://abs-0.twimg.com/emoji/v2/svg/1f4aa.svg",", estamos construyendo un mejor futuro para las familias afectadas por el cáncer infantil. ¡Ánimo,","","https://pbs.twimg.com/media/F6vMadsXIAA_dhB?format=jpg&name=360x360","!","2","19","https://twitter.com/hashtag/Guadalajara?src=hashtag_click","592","","","https://twitter.com/PabloLemusN/status/1705681651542397233/photo/1","https://pbs.twimg.com/media/F6vMatuXEAATjGz?format=jpg&name=360x360","https://twitter.com/PabloLemusN/status/1705681651542397233/analytics","https://pbs.twimg.com/media/F6vMa4sWYAAw0H8?format=jpg&name=360x360","","#Guadalajara","","","https://twitter.com/PabloLemusN/status/1705681651542397233/photo/2","https://pbs.twimg.com/media/F6vMbEHXsAAE34_?format=jpg&name=360x360","https://twitter.com/PabloLemusN/status/1705681651542397233/photo/3","https://twitter.com/PabloLemusN/status/1705681651542397233/photo/4","",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","https://twitter.com/PabloLemusN","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1705636194472591504","23 sept.","Amigo y presidente municipal de Monterrey,","",", muchas felicidades por tu segundo informe de Gobierno al frente de la capital de Nuevo León.","","","4","3","36","https://twitter.com/PabloLemusN/status/1705636194472591504/analytics","1.816","","","","","","","@colosioriojas","","","","","","https://twitter.com/colosioriojas","","",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","https://twitter.com/PabloLemusN","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1705636196259373505","23 sept.","Me hubiera gustado estar contigo personalmente pero hoy acompañamos al Gobernador","https://abs-0.twimg.com/emoji/v2/svg/1f447.svg","a inaugurar el Centro Integral de Oncología y Hematología Pediátrica del Nuevo","https://twitter.com/EnriqueAlfaroR","","de Guadalajara.

Les comparto la transmisión de su informe:","2","14","https://twitter.com/HospitalCivil","574","","facebook.com","https://t.co/q2PmmSpaeY","","https://twitter.com/PabloLemusN/status/1705636196259373505/analytics","","@EnriqueAlfaroR","@HospitalCivil","Discover Popular Videos | Facebook","Video is the place to enjoy videos and shows together. Watch the latest reels, discover original shows and catch up with your favorite creators.","https://t.co/q2PmmSpaeY","","","","",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","https://twitter.com/PabloLemusN","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1705367033918132583","22 sept.","Miren que bonito quedó el Mercado Reforma con la rehabilitación que le hicimos con el programa “Mi Mercado”.","","","https://twitter.com/PabloLemusN/status/1705367033918132583/photo/1","https://pbs.twimg.com/media/F6quQx-WQAADIu8?format=jpg&name=360x360","109","16","166","https://twitter.com/PabloLemusN/status/1705367033918132583/analytics","39,8 mil","","","https://twitter.com/PabloLemusN/status/1705367033918132583/photo/2","https://pbs.twimg.com/media/F6quRgKXgAUnTPp?format=jpg&name=360x360","","","","","","","","","","","",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","https://twitter.com/PabloLemusN","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1705380588642083044","22 sept.","Las obras realizadas fueron:","https://abs-0.twimg.com/emoji/v2/svg/1f45f.svg","Pisos de concreto y adoquín.","https://twitter.com/PabloLemusN/status/1705380588642083044/photo/1","https://pbs.twimg.com/media/F6q6mkhaIAA0e-B?format=jpg&name=360x360","2","1","20","https://twitter.com/PabloLemusN/status/1705380588642083044/analytics","2.637","https://abs-0.twimg.com/emoji/v2/svg/1f50c.svg","Red hidráulica, sanitaria y eléctrica, cambio de medidores.","https://twitter.com/PabloLemusN/status/1705380588642083044/photo/2","https://pbs.twimg.com/media/F6q6m1caYAAjygA?format=jpg&name=360x360","","","","","Tomas y descargas.","Cisterna de 10,000 lts y tres tinacos de 1,100 lts.","","","","","Pisos de concreto lavado.","Área para basura."
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","https://twitter.com/PabloLemusN","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1705381360557535651","22 sept.","Alumbrado interior.","https://abs-0.twimg.com/emoji/v2/svg/1f526.svg","Postes con faroles.","","https://pbs.twimg.com/media/F6q7TG0bIAEDLEl?format=jpg&name=360x360","Crucero seguro.
Y mucho más.

El Mercado Reforma es testimonio de nuestra visión de ciudad en donde cada espacio, sea un parque, plaza, centro cultural o mercado, refleje el espíritu de nuestra gente trabajadora. ¡Ánimo,","1","1","https://twitter.com/hashtag/Guadalajara?src=hashtag_click","2.450","https://abs-0.twimg.com/emoji/v2/svg/1f4a1.svg","!","https://twitter.com/PabloLemusN/status/1705381360557535651/photo/1","https://pbs.twimg.com/media/F6q7TXpbQAAvdhO?format=jpg&name=360x360","https://twitter.com/PabloLemusN/status/1705381360557535651/analytics","https://pbs.twimg.com/media/F6q7ToebgAAa0eG?format=jpg&name=360x360","","#Guadalajara","","","https://twitter.com/PabloLemusN/status/1705381360557535651/photo/2","https://pbs.twimg.com/media/F6q7T3QawAAzBBj?format=jpg&name=360x360","https://twitter.com/PabloLemusN/status/1705381360557535651/photo/3","https://twitter.com/PabloLemusN/status/1705381360557535651/photo/4","26",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","https://twitter.com/PabloLemusN","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1705308884854804679","22 sept.","Fue un honor recibir en la capital de","","a presidentas y presidentes municipales de diferentes municipios del estado quienes vinieron a recibir los apoyos del programa de Cocinas","https://twitter.com/PabloLemusN/status/1705308884854804679/photo/1","https://pbs.twimg.com/media/F6p5Y-SWMAANOgG?format=jpg&name=small","8","7","49","https://twitter.com/PabloLemusN/status/1705308884854804679/analytics","2.528","",".","","","","","#MENUTRE","#Jalisco","","","https://twitter.com/hashtag/MENUTRE?src=hashtag_click","","","https://twitter.com/hashtag/Jalisco?src=hashtag_click","",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","https://twitter.com/PabloLemusN","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1705308932867006940","22 sept.","Con este programa estatal se beneficia a 122 escuelas de 66 municipios de Jalisco, entre ellos Guadalajara, con equipo de cocina completo para acondicionar un espacio de “Cocina MENUTRE” y puedan preparar desayunos escolares para las niñas","https://abs-0.twimg.com/emoji/v2/svg/1f467.svg","y niños","https://twitter.com/PabloLemusN/status/1705308932867006940/photo/1","https://pbs.twimg.com/media/F6p5a78W0AA0fgT?format=jpg&name=small","2","3","20","https://twitter.com/PabloLemusN/status/1705308932867006940/analytics","607","https://abs-0.twimg.com/emoji/v2/svg/1f466.svg","del plantel.","https://twitter.com/PabloLemusN/status/1705308932867006940/photo/2","https://pbs.twimg.com/media/F6p5bXEXgAA17Y2?format=jpg&name=360x360","https://twitter.com/PabloLemusN/status/1705308932867006940/photo/3","https://pbs.twimg.com/media/F6p5bwpW0AA02og?format=jpg&name=360x360","","","","","","","","","",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","https://twitter.com/PabloLemusN","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1705308983681032572","22 sept.","Mi reconocimiento","https://abs-0.twimg.com/emoji/v2/svg/1f44f.svg","al","https://twitter.com/GobiernoJalisco","https://pbs.twimg.com/media/F6p5diQW4AAIyio?format=jpg&name=360x360","y al Sistema de Asistencia Social del estado de Jalisco. Seguiremos haciendo equipo en beneficio de la niñez para un futuro con mejores y más oportunidades.
¡Ánimo,","1","3","https://twitter.com/hashtag/Guadalajara?src=hashtag_click","605","","!","https://twitter.com/PabloLemusN/status/1705308983681032572/photo/1","https://pbs.twimg.com/media/F6p5d5bXEAA0wOh?format=jpg&name=360x360","https://twitter.com/PabloLemusN/status/1705308983681032572/analytics","https://pbs.twimg.com/media/F6p5eTPWIAA6M_j?format=jpg&name=360x360","@GobiernoJalisco","#Guadalajara","","","https://twitter.com/PabloLemusN/status/1705308983681032572/photo/2","https://pbs.twimg.com/media/F6p5et0XEAAlZOB?format=jpg&name=360x360","https://twitter.com/PabloLemusN/status/1705308983681032572/photo/3","https://twitter.com/PabloLemusN/status/1705308983681032572/photo/4","20",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","https://twitter.com/PabloLemusN","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1705050819819630643","21 sept.","Fue un honor estar junto al Maestro","",", en la presentación de la cuarta edición de su libro ""El Puente de las Damas"".","https://twitter.com/PabloLemusN/status/1705050819819630643/photo/1","https://pbs.twimg.com/media/F6mOr0XXYAABXjf?format=jpg&name=small","16","10","89","https://twitter.com/PabloLemusN/status/1705050819819630643/analytics","5.157","","Raúl Uranga Lamadrid","","","","","@EnriqueIbarraP","","y","Enrique Ibarra","","","https://twitter.com/EnriqueIbarraP","https://twitter.com/PabloLemusN/status/1705050819819630643/media_tags","",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","https://twitter.com/PabloLemusN","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1704983350488744030","21 sept.","Agradezco la confianza y paciencia de cada comerciante y habitante del barrio de La Perla, sigamos trabajando unidos","https://abs-0.twimg.com/emoji/v2/svg/1f4aa.svg","por una ciudad más próspera y sustentable. ¡Ánimo!","https://twitter.com/PabloLemusN/status/1704983350488744030/photo/2","https://pbs.twimg.com/media/F6lRUAPXQAAWuaL?format=jpg&name=small","","3","16","","574","","","https://twitter.com/PabloLemusN/status/1704983350488744030/photo/1","https://pbs.twimg.com/media/F6lRUaRXcAA4qkK?format=jpg&name=small","https://twitter.com/PabloLemusN/status/1704983350488744030/analytics","","","","","","","","","","",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","https://twitter.com/PabloLemusN","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1704974017529106562","21 sept.","Este reconocimiento es muestra de nuestro compromiso por construir buenos gobiernos que dan resultados a las y los ciudadanos.

La transparencia es un pilar importante en los gobiernos de","https://abs-0.twimg.com/emoji/v2/svg/1f34a.svg","y en Guadalajara trabajamos para ser el mejor referente. ¡Ánimo!","https://twitter.com/MovCiudadanoMX","https://pbs.twimg.com/media/F6lI1TTWcAAEqAM?format=jpg&name=small","","25","18","","6.392","","ITEI","https://twitter.com/PabloLemusN/status/1704974017529106562/photo/1","","https://twitter.com/PabloLemusN/status/1704974017529106562/analytics","","@MovCiudadanoMX","","","","","","","","78",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","https://twitter.com/PabloLemusN","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1704939005261877550","21 sept.","Para erradicar la corrupción tenemos que trabajar en equipo los diferentes niveles de Gobierno, por eso, esta mañana asistimos a la firma","https://abs-0.twimg.com/emoji/v2/svg/1f4c4.svg","de Compromisos con el Sistema Estatal Anticorrupción de Jalisco, con el Gobernador","https://twitter.com/PabloLemusN/status/1704939005261877550/photo/1","https://pbs.twimg.com/media/F6ko-z4WkAA4UHu?format=jpg&name=small","23","11","34","https://twitter.com/PabloLemusN/status/1704939005261877550/analytics","2.202","https://abs-0.twimg.com/emoji/v2/svg/1f58a.svg",".","https://twitter.com/PabloLemusN/status/1704939005261877550/photo/2","https://pbs.twimg.com/media/F6ko_LHWYAAoXxZ?format=jpg&name=small","","","@EnriqueAlfaroR","","","","","","https://twitter.com/EnriqueAlfaroR","","",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","https://twitter.com/PabloLemusN","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1704939053529842034","21 sept.","Todos los entes públicos debemos cerrar filas para avanzar en la lucha contra la corrupción en Jalisco","https://abs-0.twimg.com/emoji/v2/svg/1f4aa.svg",". ¡Ánimo,","","https://pbs.twimg.com/media/F6kpAyYWoAAewHx?format=jpg&name=360x360","!","4","18","https://twitter.com/hashtag/Guadalajara?src=hashtag_click","608","","","https://twitter.com/PabloLemusN/status/1704939053529842034/photo/1","https://pbs.twimg.com/media/F6kpBJsXUAAZztR?format=jpg&name=360x360","https://twitter.com/PabloLemusN/status/1704939053529842034/analytics","https://pbs.twimg.com/media/F6kpBjxXEAAboKJ?format=jpg&name=360x360","","#Guadalajara","","","https://twitter.com/PabloLemusN/status/1704939053529842034/photo/2","https://pbs.twimg.com/media/F6kpB_sWIAAJjR5?format=jpg&name=360x360","https://twitter.com/PabloLemusN/status/1704939053529842034/photo/3","https://twitter.com/PabloLemusN/status/1704939053529842034/photo/4","",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","https://twitter.com/PabloLemusN","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1704890141259538537","21 sept.","Ahora dar el siguiente paso es más fácil","https://abs-0.twimg.com/emoji/v2/svg/1f64c.svg",", con los matrimonios colectivos, les brindamos un apoyo a su economía para que puedan dar el sí","","https://pbs.twimg.com/media/F6j8h64WUAAW8-L?format=jpg&name=360x360",".

¡Ánimo!","5","5","","2.066","https://abs-0.twimg.com/emoji/v2/svg/1f48d.svg","","https://twitter.com/PabloLemusN/status/1704890141259538537/photo/1","https://pbs.twimg.com/media/F6j8iP2XMAA8laK?format=jpg&name=360x360","https://twitter.com/PabloLemusN/status/1704890141259538537/analytics","https://pbs.twimg.com/media/F6j8immWEAAVuK4?format=jpg&name=360x360","","","","","https://twitter.com/PabloLemusN/status/1704890141259538537/photo/2","https://pbs.twimg.com/media/F6j8i9AWsAA9t-E?format=jpg&name=360x360","https://twitter.com/PabloLemusN/status/1704890141259538537/photo/3","https://twitter.com/PabloLemusN/status/1704890141259538537/photo/4","27",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","https://twitter.com/PabloLemusN","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1704648132561080702","20 sept.","Hoy también es cumpleaños de mi amigo","https://abs-0.twimg.com/emoji/v2/svg/270c.svg",", deseo que vengan más años de muchos éxitos. Un abrazo al top de los chivahermanos.

¡Ánimo,","https://twitter.com/Amauryvz","https://pbs.twimg.com/media/F6ggcWIXAAAus3g?format=jpg&name=small","!","19","3","https://twitter.com/hashtag/Guadalajara?src=hashtag_click","4.240","","Amaury Vergara Z.","https://twitter.com/PabloLemusN/status/1704648132561080702/photo/1","","https://twitter.com/PabloLemusN/status/1704648132561080702/analytics","","@Amauryvz","#Guadalajara","","","","","","","62",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","https://twitter.com/PabloLemusN","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1704619369253282211","20 sept.","Trabajamos para que","https://abs-0.twimg.com/emoji/v2/svg/1f44c.svg","tenga calles de la mejor calidad","https://twitter.com/PabloLemusN/status/1704619369253282211/photo/1","https://pbs.twimg.com/media/F6gGQMiWkAAbhlk?format=jpg&name=360x360","42","22","103","https://twitter.com/PabloLemusN/status/1704619369253282211/analytics","9.285","","para que los peatones, caminen por banquetas amplias, muy seguras y con infraestructura duradera.","https://twitter.com/PabloLemusN/status/1704619369253282211/photo/2","https://pbs.twimg.com/media/F6gGQtsW0AApI3A?format=jpg&name=360x360","https://twitter.com/PabloLemusN/status/1704619369253282211/photo/3","https://pbs.twimg.com/media/F6gGRQtWgAAXh41?format=jpg&name=360x360","","#Guadalajara","","","https://twitter.com/PabloLemusN/status/1704619369253282211/photo/4","https://pbs.twimg.com/media/F6gGRyuXYAAFKp7?format=jpg&name=360x360","","https://twitter.com/hashtag/Guadalajara?src=hashtag_click","",""
