"css-901oao","css-4rbku5 href","css-9pa8cd src","css-4rbku5 href 2","css-901oao 2","css-901oao 3","css-901oao 4","css-4rbku5 href 4","css-4rbku5","css-901oao 5","css-4rbku5 href 5","css-9pa8cd src 2","css-901oao 6","css-901oao 7","css-901oao 8","css-901oao 9","css-4rbku5 href 7","css-901oao 10","css-4rbku5 2","css-4rbku5 href 8","css-901oao 11","r-1p0dtai src","css-4rbku5 5","css-4rbku5 href 10","css-4rbku5 href 11","css-9pa8cd src 3","css-9pa8cd src 4"
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1648052149664841730","17 abr.","Hoy conmemoramos el 328 Aniversario Luctuoso de Sor Juana Inés de la Cruz, una de las escritoras más destacadas en la historia de México. Su vasta obra continúa vigente y la recordamos por su defensa en los derechos y libertades de las mujeres.","https://twitter.com/sasildeleon/status/1648052149664841730/photo/1","https://pbs.twimg.com/media/Ft8OrWyX0BI-Hw7?format=jpg&name=small","","7","1","5","https://twitter.com/sasildeleon/status/1648052149664841730/analytics","824","","","","","","","","",""
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1648032631764709401","17 abr.","Les comparto mi entrevista para la estación La Nueva FM en Tuxtla con los periodistas Gabriel Reyes, Irma Ramirez y Maryjose Díaz","https://t.co/W5zn0n7zMp","","facebook.com","4","1","1","https://twitter.com/sasildeleon/status/1648032631764709401/analytics","523","","","Discover Popular Videos | Facebook","","","","","",""
".","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1647784036293660672","16 abr.","Fue un gusto charlar con Miguel Ángel Osio de Radio Núcleo, compartí un poco de nuestro trabajo en territorio en Chiapas, y de las reformas que impulsamos desde el Senado, para consolidar la","https://twitter.com/sasildeleon/status/1647784036293660672/photo/1","https://pbs.twimg.com/media/Ft4a1zjWwAEcLYK?format=jpg&name=360x360","","3","1","3","https://twitter.com/sasildeleon/status/1647784036293660672/analytics","579","#CuartaTransformación","https://twitter.com/hashtag/CuartaTransformaci%C3%B3n?src=hashtag_click","","","","","https://twitter.com/sasildeleon/status/1647784036293660672/photo/2","https://pbs.twimg.com/media/Ft4a1_bX0AI8609?format=jpg&name=360x360","https://pbs.twimg.com/media/Ft4a2KzWcAAU7Wb?format=jpg&name=360x360"
"y nuestro trabajo en favor de Chiapas y México.","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1647760556089126920","16 abr.","Alejandro Moguel me entrevistó para Radio del Heraldo. Muchas gracias por brindarme este espacio para platicar sobre la agenda legislativa del","https://twitter.com/sasildeleon/status/1647760556089126920/photo/1","https://pbs.twimg.com/media/Ft4Fe1vXsAERJMg?format=jpg&name=small","","3","1","5","https://twitter.com/sasildeleon/status/1647760556089126920/analytics","614","","","","","@senadomexicano","https://twitter.com/senadomexicano","https://twitter.com/sasildeleon/status/1647760556089126920/photo/2","https://pbs.twimg.com/media/Ft4FfIhXoAESEc0?format=jpg&name=360x360","https://pbs.twimg.com/media/Ft4FfcGXwAUQWnz?format=jpg&name=360x360"
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1647288941589020677","15 abr.","Para defender y dignificar las causas de la gente es necesario caminar, escuchar sus historias de vida y tener conciencia de los retos en cada una de las comunidades que visitamos. ¡Es un gusto mantenernos en constante comunicación para representarlos dignamente!","","https://pbs.twimg.com/ext_tw_video_thumb/1647288853881921536/pu/img/iPCbU58cGRkvwVpC.jpg","","5","1","6","https://twitter.com/sasildeleon/status/1647288941589020677/analytics","819","","","","blob:https://twitter.com/1c010525-ad0c-4608-8616-6781091cf663","","","","",""
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1647043823032315904","14 abr.","Niñas, niños y padres de familia se divirtieron con la película de El Gato Con Botas que se proyectó en Tuxtla Gutiérrez en la colonia Reliquia. Próximamente tendremos más funciones y estaremos pendientes para escucharlos y atender sus demandas.","https://twitter.com/sasildeleon/status/1647043823032315904/photo/1","https://pbs.twimg.com/media/Ftt5nxpXwAMuWj6?format=jpg&name=360x360","","4","3","","https://twitter.com/sasildeleon/status/1647043823032315904/analytics","948","","","","","","","https://twitter.com/sasildeleon/status/1647043823032315904/photo/2","https://pbs.twimg.com/media/Ftt5n9KWIAAYIcP?format=jpg&name=360x360","https://pbs.twimg.com/media/Ftt5oIPWIAI8Yw1?format=jpg&name=360x360"
"Sasil de León","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","@sasildeleon","·","Fue un gusto enorme visitar a la escritora","https://twitter.com/sasildeleon/status/1646891437982613505","14 abr.","junto a mis compañeros, para anunciarle su elección como la más reciente merecedora de la medalla Belisario Domínguez. (1/2)","https://twitter.com/sasildeleon/status/1646891437982613505/analytics","https://pbs.twimg.com/ext_tw_video_thumb/1646891218318548994/pu/img/sAGgwZMIDhoKuGUB.jpg","4","3","8","544","","","","","","blob:https://twitter.com/4c3d446f-88d2-4302-bc63-afb44dba0f29","","https://twitter.com/Eponiatowska","","",""
"Sasil de León","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","@sasildeleon","·",".","https://twitter.com/sasildeleon/status/1646528403003314177","13 abr.","es una mexicana que, por la fuerza y contundencia de sus acciones, está plenamente identificada con las virtudes que distinguieron al Senador chiapaneco Belisario Domínguez.

(1/2)","https://twitter.com/sasildeleon/status/1646528403003314177/analytics","https://pbs.twimg.com/media/Ftmk219XoAA0iJG?format=jpg&name=small","2","1","4","320","","","","","","","","https://twitter.com/Eponiatowska","","",""
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1646528405826056193","13 abr.","Mujer de convicciones claras, referente en muchos aspectos para las mujeres mexicanas y para las distintas generaciones que por medio de sus obras han podido conocer el contexto político e histórico de ese otro México. (2/2)","","","","1","1","","https://twitter.com/sasildeleon/status/1646528405826056193/analytics","169","","","","","","","","",""
"Sasil de León","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","@sasildeleon","·","Hoy en el pleno del Senado presenté el dictamen para otorgar la “Medalla de Honor Belisario Domínguez 2022"", a la escritora y periodista","https://twitter.com/sasildeleon/status/1646337544978612225","12 abr.",". (1/2)","https://twitter.com/sasildeleon/status/1646337544978612225/analytics","https://pbs.twimg.com/ext_tw_video_thumb/1646337256536387592/pu/img/VxCi2Qaiyywokz1j.jpg","2","3","13","534","","","","","","blob:https://twitter.com/bd76b405-01c9-4dca-9b6a-7ba9e491f06b","","https://twitter.com/Eponiatowska","","",""
"ha trascendido en el tiempo para el mejoramiento de nuestra Patria y sociedad. (2/2)","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1646337561537773569","12 abr.","Celebro su aprobación por unanimidad, pues con este galardón se reconoce la mente, trayectoria y los principios con los que doña","","","","1","3","","https://twitter.com/sasildeleon/status/1646337561537773569/analytics","171","","","","","@Eponiatowska","https://twitter.com/Eponiatowska","","",""
"el proyecto de decreto por el que se otorga la Medalla Belisario Domínguez 2022 a doña","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1646201737823371278","12 abr.","Hoy presentaré ante el pleno del","https://twitter.com/sasildeleon/status/1646201737823371278/photo/1","https://pbs.twimg.com/media/Fth7wHXXwBQyXgm?format=jpg&name=small","","1","1","2","https://twitter.com/sasildeleon/status/1646201737823371278/analytics","297","","","","","@senadomexicano","https://twitter.com/senadomexicano","","",""
"","https://twitter.com/senadomexicano","https://pbs.twimg.com/profile_images/1433136792241250304/PYD5kScB_normal.jpg","https://twitter.com/senadomexicano","Senado de México","@senadomexicano","·","https://twitter.com/senadomexicano/status/1646167469948645381","12 abr.","Que la escritora, periodista y activista Elena Poniatowska sea reconocida con la Medalla “Belisario Domínguez” 2022 es una propuesta que será analizada en los próximos días por el Pleno del Senado.","","https://pbs.twimg.com/amplify_video_thumb/1646167133158612996/img/43sAiblHgACrBmlW.jpg","","12","21","","https://twitter.com/senadomexicano/status/1646167469948645381/analytics","3.432","","","","blob:https://twitter.com/e686fa94-11e9-493b-879f-0222c796dab4","","","","",""
"Sasil de León","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","@sasildeleon","·","En la reunión de la Comisión Medalla Belisario Domínguez del","https://twitter.com/sasildeleon/status/1645998713213419523","11 abr.",", que me honro en presidir, aprobamos por unanimidad otorgar la Medalla 2022 a la escritora y periodista","https://twitter.com/sasildeleon/status/1645998713213419523/analytics","","3","2","6","475","",". (1/2)","@Eponiatowska","","1:12","blob:https://twitter.com/f46644f6-42eb-4b46-adc9-72f15da4be8c","","https://twitter.com/senadomexicano","","",""
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1645998716761800704","11 abr.","Doña Elena es referente de compromiso social, de espíritu cívico, servicio a la Patria, humanismo y sobre todo de libertad, valores que la hacen merecedora a recibir esta alta distinción. (2/2)","","","","1","","","https://twitter.com/sasildeleon/status/1645998716761800704/analytics","174","","","","","","","","",""
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1645600675315822592","10 abr.","Me entrevistaron para el programa ¡A la hora del pozol! con Daniel Solórzano Sol del periódico digital Observador Ciudadano de Chiapas. Muchas gracias por brindarme este espacio para informar sobre el trabajo que realizamos con mucho cariño y orgullo en favor de México y Chiapas.","https://twitter.com/sasildeleon/status/1645600675315822592/photo/1","https://pbs.twimg.com/media/FtZZFJpWwAc1mi7?format=jpg&name=small","El Observador Ciudadano de Chiapas","3","8","","https://twitter.com/sasildeleon/status/1645600675315822592/analytics","384","","","","","","","https://twitter.com/sasildeleon/status/1645600675315822592/photo/2","https://pbs.twimg.com/media/FtZZFkuXoAIJYi8?format=jpg&name=360x360","https://pbs.twimg.com/media/FtZZF9TXgAYTGtk?format=jpg&name=360x360"
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1645582023044526081","10 abr.","Les comparto la entrevista que me realizaron para el programa “¡A la hora del pozol! con Daniel Solórzano Sol del periódico digital Observador Ciudadano de Chiapas.","https://t.co/T9oI7Aouns","","facebook.com","1","2","","https://twitter.com/sasildeleon/status/1645582023044526081/analytics","273","","","Discover Popular Videos | Facebook","","","","","",""
"y a los reporteros Alejandro Moguel y Javier Guízar por la oportunidad para conversar sobre el trabajo legislativo que realizamos desde el Senado y los retos que tenemos en Chiapas para continuar consolidando la Cuarta Transformación","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1645543884145999875","10 abr.","Agradezco el espacio al noticiero","https://twitter.com/sasildeleon/status/1645543884145999875/photo/1","https://pbs.twimg.com/media/FtYlS82WAAApNKI?format=jpg&name=small","","1","3","","https://twitter.com/sasildeleon/status/1645543884145999875/analytics","318","","","","","@UltimatumMx","https://twitter.com/UltimatumMx","https://twitter.com/sasildeleon/status/1645543884145999875/photo/2","https://pbs.twimg.com/media/FtYlS80XsAE9IhF?format=jpg&name=360x360","https://pbs.twimg.com/media/FtYlS80XgAQ7vVc?format=jpg&name=360x360"
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1645529121093451790","10 abr.","Les comparto la entrevista que me realizaron para UltimatumMX donde hablé sobre nuestro trabajo en el Senado.","https://t.co/pBkfW7E9HE","","facebook.com","1","1","3","https://twitter.com/sasildeleon/status/1645529121093451790/analytics","2.641","","","Discover Popular Videos | Facebook","","","","","",""
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1645450019158335489","10 abr.","Hoy conmemoramos el 104 aniversario luctuoso de Emiliano Zapata, luchador social y líder campesino que defendió los ideales de justicia y el derecho del pueblo a la tierra.","https://twitter.com/sasildeleon/status/1645450019158335489/photo/1","https://pbs.twimg.com/media/FtXQEmTWwAEg3e9?format=jpg&name=small","","2","6","","https://twitter.com/sasildeleon/status/1645450019158335489/analytics","317","","","","","","","","",""
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1645258051555926016","9 abr.","Las mujeres de Chiapas somos resiliencia, amor, lealtad y entrega. Hoy tenemos las herramientas para transformarnos a nosotras y a nuestras comunidades. ¡Sigamos adelante!","https://twitter.com/sasildeleon/status/1645258051555926016/photo/1","https://pbs.twimg.com/media/FtUheaIXwAAiK0Y?format=jpg&name=small","","3","5","","https://twitter.com/sasildeleon/status/1645258051555926016/analytics","422","","","","","","","","",""
"podrá ofrecer mejores tarifas de luz en beneficio de todas las familias mexicanas.","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1644049084624392203","6 abr.","Por medio de 13 nuevas plantas de producción de energía eléctrica, la","https://twitter.com/sasildeleon/status/1644049084624392203/photo/1","https://pbs.twimg.com/media/FtDV7gUWIAENiqf?format=jpg&name=small","","1","4","","https://twitter.com/sasildeleon/status/1644049084624392203/analytics","263","","","","","@CFEmx","https://twitter.com/CFEmx","","",""
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1643996063638990848","6 abr.","El deporte y la actividad física tienen notables beneficios para la salud, además de un impacto positivo para la consolidación de la paz en la sociedad. ¡Propiciemos y fomentemos estas actividades! 

Día Internacional del Deporte para el Desarrollo y la Paz","https://twitter.com/sasildeleon/status/1643996063638990848/photo/1","https://pbs.twimg.com/media/FtCltSHXgAgUrqx?format=jpg&name=small","","2","","","https://twitter.com/sasildeleon/status/1643996063638990848/analytics","241","","","","","","","","",""
"Sasil de León","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","@sasildeleon","·","Construir un nuevo multilateralismo latinoamericano es una de las claves para enfrentar el mundo complejo de hoy.

(1/3)","https://twitter.com/sasildeleon/status/1643782308766392320","5 abr.","jornada.com.mx","https://twitter.com/sasildeleon/status/1643782308766392320/analytics","","1","1","2","204","https://t.co/RUEaxrsdx7","Acuerdan 11 países de América Latina definir facilidades comerciales","","","Los respectivos mandatarios participaron de manera virtual en la cumbre contra la inflación convocada por el presidente López Obrador.","","","","","",""
"Sasil de León","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","@sasildeleon","·","La reunión sostenida esta tarde donde 11 países de la región incluyendo a México acordaron coordinarse para facilitar el intercambio comercial, es el camino para encontrar soluciones conjuntas y estructurales a los problemas económicos compartidos

(2/3)","https://twitter.com/sasildeleon/status/1643782312939888642","5 abr.","","https://twitter.com/sasildeleon/status/1643782312939888642/analytics","","1","1","","158","","","","","","","","","","",""
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1643782315946934272","5 abr.","... como la inflación y el desabasto de insumos básicos. Celebro la nueva integración regional. Latinoamérica está de pie.

(3/3)","","","","2","","","https://twitter.com/sasildeleon/status/1643782315946934272/analytics","129","","","","","","","","",""
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1643737117057601536","5 abr.","Las mujeres de Chiapas somos resiliencia, amor, lealtad y entrega. Hoy tenemos las herramientas para transformarnos a nosotras y a nuestras comunidades. ¡Sigamos adelante!","https://twitter.com/sasildeleon/status/1643737117057601536/photo/1","https://pbs.twimg.com/media/Fs-6DA9X0AEc4B7?format=jpg&name=small","","3","11","","https://twitter.com/sasildeleon/status/1643737117057601536/analytics","350","","","","","","","","",""
"Sasil de León","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","@sasildeleon","·","Hoy damos un paso más para alcanzar la soberanía energética de nuestro país. 

Con la firma del convenio por el que México adquiere a Iberdrola 13 plantas de generación de energía eléctrica, se consolida la política enérgetica nacional como una de las áreas estratégicas. 
(1/5)","https://twitter.com/sasildeleon/status/1643399271729823746","4 abr.","","https://twitter.com/sasildeleon/status/1643399271729823746/analytics","","1","1","6","355","","","","","","","","","","",""
"Mostrar más respuestas","https://twitter.com/i/status/1643399271729823746","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sasil de León","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","@sasildeleon","·","Desde este Poder Legislativo seguiremos coadyuvando para que los recursos enérgeticos con los que cuenta el país sean de nueva cuenta la palanca de nuestro desarrollo nacional, (4/5)","https://twitter.com/sasildeleon/status/1643399278369406976","4 abr.","","https://twitter.com/sasildeleon/status/1643399278369406976/analytics","","1","2","","128","","","","","","","","","","",""
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1643399280558764033","4 abr.","... sin comprometer en ningún momento la soberanía nacional sobre el uso y aprovechamiento de nuestros recursos. (4/5)","","","","2","","","https://twitter.com/sasildeleon/status/1643399280558764033/analytics","116","","","","","","","","",""
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1643399275731140609","4 abr.","Que el Estado controle mayoritariamente la generación de energía era uno de los objetivos de la Reforma Eléctrica que apoyamos en marzo de 2021 en el Senado. 

(3/5)","","","","1","1","","https://twitter.com/sasildeleon/status/1643399275731140609/analytics","49","","","","","","","","",""
", sigamos promoviendo a Chiapas, pues tenemos todo el potencial para ser un estado protagonista en la construcción de esta nueva historia para México.","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1642973528675819526","3 abr.","El sureste del país vive una etapa de desarrollo y atención como nunca antes.

Con la","https://twitter.com/sasildeleon/status/1642973528675819526/photo/1","https://pbs.twimg.com/media/Fs0Dt54X0AMubxN?format=jpg&name=small","","2","2","11","https://twitter.com/sasildeleon/status/1642973528675819526/analytics","467","#CuartaTransformación","https://twitter.com/hashtag/CuartaTransformaci%C3%B3n?src=hashtag_click","","","","","","",""
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1642906065682542593","3 abr.","En Chiapas y en México somos fuerza y orgullo transformador. ¡Juntas y juntos vamos a consolidar la 4T!","https://twitter.com/sasildeleon/status/1642906065682542593/photo/1","https://pbs.twimg.com/media/FszGXBJWIAEm9ar?format=jpg&name=small","","1","5","","https://twitter.com/sasildeleon/status/1642906065682542593/analytics","320","","","","","","","","",""
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1642745306776305664","2 abr.","¡San Cristóbal de las Casas es orgullo chiapaneco!

Su historia, su arquitectura, su atractivo turístico, su riqueza cultural y gastronómica son únicas. Celebramos los 495 años de su fundación.","","https://pbs.twimg.com/ext_tw_video_thumb/1642745236613898242/pu/img/kZMLNzLPBKVoTjFB.jpg","","3","7","","https://twitter.com/sasildeleon/status/1642745306776305664/analytics","486","","","","blob:https://twitter.com/9c365804-5bc5-461b-8c82-9fec45289c60","","","","",""
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1642206396337774593","1 abr.","Desde el Senado impulsamos y apoyamos a las nuevas generaciones para asegurarles un mejor futuro. Queremos que sus sueños nos ayuden a construir el México y el Chiapas que todas y todos merecemos.","https://twitter.com/sasildeleon/status/1642206396337774593/photo/1","https://pbs.twimg.com/media/FspKA-uXoAIOsBE?format=jpg&name=small","","1","8","","https://twitter.com/sasildeleon/status/1642206396337774593/analytics","496","","","","","","","","",""
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1641910080151977984","31 mar.","Hoy se cumplen 495 años de la fundación de San Cristóbal de las Casas, uno de los Pueblos mágicos más hermosos de nuestro querido estado de Chiapas. Cuenta con un vasto patrimonio arquitectónico y de manifestación cultural que lo hace único.","https://twitter.com/sasildeleon/status/1641910080151977984/photo/1","https://pbs.twimg.com/media/Fsk8gmpXgAAKzBx?format=jpg&name=small","","1","4","3","https://twitter.com/sasildeleon/status/1641910080151977984/analytics","360","","","","","","","","",""
"Sasil de León","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","@sasildeleon","·","¡Llevamos el cine a la colonia Ruiz Ferro en Chiapa de Corzo! Pasamos una tarde increíble con niñas, niños y su familias disfrutando de una película para los reyes del hogar.

(1/2)","https://twitter.com/sasildeleon/status/1641665780918960128","30 mar.","","https://twitter.com/sasildeleon/status/1641665780918960128/analytics","https://pbs.twimg.com/media/FsheUHIWIAES-Xw?format=jpg&name=360x360","1","2","2","272","https://twitter.com/sasildeleon/status/1641665780918960128/photo/2","","","https://twitter.com/sasildeleon/status/1641665780918960128/photo/3","","","","","","https://pbs.twimg.com/media/FsheUX-XsAEgjzR?format=jpg&name=360x360","https://pbs.twimg.com/media/FsheUpMXgAAvuSk?format=jpg&name=360x360"
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1641665801722687488","30 mar.","Poder convivir con la gente en las colonias y los barrios es una gran oportunidad para escuchar sus inquietudes. Estén pendientes para la siguiente función.

(2/2)","https://twitter.com/sasildeleon/status/1641665801722687488/photo/1","https://pbs.twimg.com/media/FsheVRAXgAMdFej?format=jpg&name=360x360","","1","","","https://twitter.com/sasildeleon/status/1641665801722687488/analytics","172","","","","","","","https://twitter.com/sasildeleon/status/1641665801722687488/photo/2","https://pbs.twimg.com/media/FsheVfmX0AEC8iu?format=jpg&name=360x360","https://pbs.twimg.com/media/FsheVwbXgAEvDqR?format=jpg&name=360x360"
"Sasil de León","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","@sasildeleon","·","Este incremento desmedido por parte de la empresa Concesionaria de esta autopista representa un total abuso hacia los usuarios y una afectación directa a la economía de las familias chiapanecas. No podemos seguir permitiéndolo. (1/2)","https://twitter.com/sasildeleon/status/1641600088056250371","30 mar.","","https://twitter.com/sasildeleon/status/1641600088056250371/analytics","https://pbs.twimg.com/media/FsgiHOeWcAAX86f?format=jpg&name=small","3","2","12","579","","","","","","","","","","",""
"para que se revisen y reduzcan estas tarifas.","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1641600090312777731","30 mar.","Por este motivo presenté un exhorto en el","","","","1","","","https://twitter.com/sasildeleon/status/1641600090312777731/analytics","108","","","https://","","@senadomexicano","https://twitter.com/senadomexicano","","",""
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1641305108293058562","29 mar.","Para difundir y promover actividades recreativas en nuestro estado, hoy llevamos “Cine en tu colonia” a Cerro Hueco, donde se presentó la película 'Encanto'. ¡Qué gusto ver a las familias disfrutar de un momento de esparcimiento! Próximamente visitaremos más colonias.","https://twitter.com/sasildeleon/status/1641305108293058562/photo/1","https://pbs.twimg.com/media/FscWR_SXwAILS_j?format=jpg&name=360x360","","3","6","","https://twitter.com/sasildeleon/status/1641305108293058562/analytics","248","","","","","","","https://twitter.com/sasildeleon/status/1641305108293058562/photo/2","https://pbs.twimg.com/media/FscWSVAXgAEmaMz?format=jpg&name=360x360","https://pbs.twimg.com/media/FscWSn4XwAABgHy?format=jpg&name=360x360"
